Cuenta,Subcuenta,Objeto,Ordinal,Aporte nacional,Recursos propios,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Desarrollo y mejoramiento del sector de agua potable y saneamiento básico a nivel  nacional,2. seguridad humana y justicia social / 2. mínimo vital de agua,30000000000.0,,30000000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,7.0,202020
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Ampliación y mejoramiento de gestión integral de residuos sólidos en el territorio  nacional,"4. transformación productiva, internacionalización y acción clímatica / a. reducción del impacto ambiental del sector residencial y promoción del hábitat verde. 162",20000000000.0,,20000000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,8.0, 40304a 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento de la actividad de monitoreo a los recursos del sgp-apsb y la asistencia técnica de las entidades territoriales a nivel   nacional,5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,2917000000.0,,2917000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,9.0, 51302h 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Apoyo financiero para facilitar el acceso a los servicios de agua potable y manejo de aguas residuales a nivel  nacional,5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,735387805036.0,,735387805036.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,11.0, 51302h 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Apoyo financiero para la implementación del plan maestro de alcantarillado del municipio de   mocoa,5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,41190468148.0,,41190468148.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,12.0, 51302h 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Saneamiento de vertimientos en cuencas priorizadas del territorio  nacional,5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,8615000000.0,,8615000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,14.0, 51302h 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Saneamiento de vertimientos en cuencas priorizadas del territorio  nacional,5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,4300000000.0,,4300000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,14.0, 51302h 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Saneamiento de vertimientos en cuencas priorizadas del territorio  nacional,5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,8785000000.0,,8785000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,14.0, 51302h 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Apoyo financiero al plan de inversiónes en infraestructura para fortalecer la prestación de los servicios de acueducto y alcantarillado en el municipio de santiago de  cali,5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,381480647642.0,,381480647642.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,16.0, 51302h 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Implementacion del programa de agua potable y alcantarillado para el departamento de  la guajira,5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,38530000000.0,,38530000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,17.0, 51302h 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento a la gestión comunitaria e implementación esquemas diferenciales y medios alternos en acceso a agua y saneamiento básico a nivel nacional.  nacional,5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,114993531852.0,,114993531852.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,18.0, 51302h 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,"Mejoramiento de los sistemas de acueducto y alcantarillado en el distrito industrial, portuario, biodiverso y ecoturístico de buenaventura",5. convergencia regional / h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios,10462000000.0,,10462000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,19.0, 51302h 
"Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,"Fortalecimiento de las tecnologías de la información y las comunicaciones en el ministerio de vivienda, ciudad y territorio a nivel   nacional",5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,31000000000.0,,31000000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4099.0,1400.0,7.0, 53105b 
"Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,"Fortalecimiento de las capacidades estratégicas y de apoyo del ministerio de vivienda, ciudad y territorio a nivel  nacional",5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,29000000000.0,,29000000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4099.0,1400.0,8.0, 53105b 
"Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,"Fortalecimiento de la gestión jurídica del ministerio de vivienda, ciudad y territorio a nivel  nacional",5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,4610000000.0,,4610000000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4099.0,1400.0,9.0, 53105b 
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Desarrollo de propuestas regulatorias para el sector de agua potable y saneamiento básico a nivel   nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / a. ciclo del agua como base del ordenamiento territorial,8280630948.0,,8280630948.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4003.0,1400.0,3.0, 10302a 
"Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento de las capacidades administrativas y de apoyo de la comisión de regulación de agua potable y saneamiento básico – cra - en el territorio  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,1216783830.0,,1216783830.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4099.0,1400.0,2.0, 53105b 
"Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento de los servicios tic y de comunicaciones en la comisión de regulación de agua potable y saneamiento básico a nivel  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,3541621062.0,,3541621062.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40,"Vivienda, ciudad y territorio",,,4099.0,1400.0,3.0, 53105b 
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,9000000000.0,,9000000000.0,4002,Funcionamiento,Fondo nacional de vivienda - fonvivienda,40,"Vivienda, ciudad y territorio",,,8.0,4.0,1.0,
Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Implementación del programa de cobertura condicionada para créditos de vivienda segunda generación  nacional,5. convergencia regional / e. democratización del crédito para acceder a soluciones habitacionales,912864183186.0,,912864183186.0,4002,Inversión,Fondo nacional de vivienda - fonvivienda,40,"Vivienda, ciudad y territorio",,,4001.0,1400.0,4.0, 51103e 
Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Subsidio familiar de vivienda  nacional,"5. convergencia regional / d. mecanismos diversos de acceso a la vivienda (vivienda nueva y usada, arrendamiento social y autogestión)",3401000451855.0,,3401000451855.0,4002,Inversión,Fondo nacional de vivienda - fonvivienda,40,"Vivienda, ciudad y territorio",,,4001.0,1400.0,5.0, 51103d 
Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Subsidio familiar de vivienda  nacional,"5. convergencia regional / d. mecanismos diversos de acceso a la vivienda (vivienda nueva y usada, arrendamiento social y autogestión)",40268777328.0,,40268777328.0,4002,Inversión,Fondo nacional de vivienda - fonvivienda,40,"Vivienda, ciudad y territorio",,,4001.0,1400.0,5.0, 51103d 
Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento a la construccion de equipamientos en los programas de vivienda de interes prioritario y social nacional,5. convergencia regional / c. programa barrios de paz,4744537500.0,,4744537500.0,4002,Inversión,Fondo nacional de vivienda - fonvivienda,40,"Vivienda, ciudad y territorio",,,4001.0,1400.0,6.0, 51303c 
Gastos de personal,Planta de personal permanente,Salario,,109110000000.0,,109110000000.0,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,39977000000.0,,39977000000.0,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,11543000000.0,,11543000000.0,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,,,,48775000000.0,,48775000000.0,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,2.0,,,
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),765000000.0,,765000000.0,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,3.0,4.0,2.0,012
Transferencias corrientes,Sentencias y conciliaciones,,,2494170700.0,,2494170700.0,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,3.0,10.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,216000000.0,,216000000.0,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,32609649182.0,,32609649182.0,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,8.0,4.0,1.0,
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,"Implementación de intervención integral a población con enfoque diferencial étnico, a nivel nacional",7. actores diferenciales para el cambio / 2. igualdad de oportunidades y garantías para poblaciones vulneradas y excluidas que garanticen la seguridad humana,64886072564.0,,64886072564.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,21.0,705020
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,"Implementación de una intervención integral dirigida a los hogares rurales victimas de desplazamiento forzado en condiciones de vulnerabilidad, a nivel nacional",2. seguridad humana y justicia social / i. superación de situación de vulnerabilidad para la reparación efectiva e integral de la población víctima del conflicto,179747932970.0,,179747932970.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,22.0, 20101i 
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementacion  de una herramienta de generacion de ingresos para poblacion vulnerable a nivel nacional,2. seguridad humana y justicia social / a. sistema de transferencias y programa renta ciudadana,16000000000.0,,16000000000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,25.0, 20101a 
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación de unidades productivas de autoconsumo para población pobre y vulnerable  nacional,2. seguridad humana y justicia social / i. superación de situación de vulnerabilidad para la reparación efectiva e integral de la población víctima del conflicto,12000000000.0,,12000000000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,26.0, 20101i 
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación de unidades productivas de autoconsumo para población pobre y vulnerable  nacional,3. derecho humano a la alimentación / a. sistema para la garantía progresiva del derecho a la alimentación adecuada,28000000000.0,,28000000000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,26.0, 30206a 
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Fortalecimiento a entidades territoriales en política de seguridad alimentaria nacional  nacional,3. derecho humano a la alimentación / b. entornos de desarrollo que incentiven la alimentación saludable y adecuada,500000000.0,,500000000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,27.0, 30205b 
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Fortalecimiento de capacidades para el  desarrollo de la infraestructura social y hábitat para la paz total a nivel nacional - fip  nacional,2. seguridad humana y justicia social / 2. fortalecimiento y desarrollo de infraestructura social,518802439419.0,,518802439419.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,28.0,201020
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Fortalecimiento de las capacidades de la población en pobreza y vulnerabilidad hacia la movilidad social  nacional,2. seguridad humana y justicia social / b. estrategia de acompañamiento a hogares en extrema pobreza,40000000000.0,,40000000000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,29.0, 20101b 
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,"Implementación del programa de transferencias hambre cero para apoyar la inclusión productiva de la población en condición de pobreza, vulnerabilidad y víctimas de desplazamiento  nacional",2. seguridad humana y justicia social / a. sistema de transferencias y programa renta ciudadana,40000000000.0,,40000000000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,30.0, 20101a 
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación del programa jóvenes en paz a nivel   nacional,7. actores diferenciales para el cambio / 1. oportunidades para que las juventudes construyan sus proyectos de vida,566097299200.0,,566097299200.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,31.0,706010
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación de transferencias monetarias para población en situación de pobreza o vulnerabilidad a nivel   nacional,2. seguridad humana y justicia social / a. sistema de transferencias y programa renta ciudadana,8065360541454.0,,8065360541454.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,32.0, 20101a 
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación de transferencias monetarias para población en situación de pobreza o vulnerabilidad a nivel   nacional,2. seguridad humana y justicia social / a. sistema de transferencias y programa renta ciudadana,941009196196.0,,941009196196.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,32.0, 20101a 
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación servicio de orientación y comunicación de los programas misionales de prosperidad social para el fortalecimiento de la relación estado - ciudadano  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,35337347464.0,,35337347464.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4103.0,1500.0,33.0,53105b
Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,Fortalecimiento de las tecnologías de información y comunicaciones en prosperidad social dps a nivel nacional  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,12000000000.0,,12000000000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41,Inclusión social y reconciliación,,,4199.0,1500.0,3.0, 53105b 
Gastos de personal,Planta de personal permanente,Salario,,68051000000.0,,68051000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,26803000000.0,,26803000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,4677000000.0,,4677000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,,,,26841815600.0,,26841815600.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,2.0,,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo para la reparación de las víctimas (art.54 ley 975 de 2005),1781627000000.0,64116508800.0,1845743508800.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,3.0,3.0,1.0,057
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),427000000.0,,427000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,3.0,4.0,2.0,012
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Auxilio funerario (otras prestaciones de jubilación),50000000.0,,50000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,3.0,4.0,2.0,014
Transferencias corrientes,Sentencias y conciliaciones,,,1077000000.0,,1077000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,3.0,10.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,6412306200.0,,6412306200.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,8.0,4.0,1.0,
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Mejoramiento de la informacion del registro unico de victimas   nacional,5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,39125666638.0,,39125666638.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4101.0,1500.0,23.0, 53107b 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,"Implementacion de los procesos de retornos, reubicacion e integracion local de los hogares y comunidades victimas del desplazamiento forzado en colombia.   nacional",5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,48795251756.0,,48795251756.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4101.0,1500.0,24.0, 53107b 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de los canales de atencion y orientacion a las victimas del conflicto armado a nivel nacional  nacional,5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,105399170163.0,,105399170163.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4101.0,1500.0,25.0, 53107b 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de la articulacion del sistema nacional de atencion y reparacion integral de las victimas- snariv durante la implementacion de la ppv  nacional,2. seguridad humana y justicia social / i. superación de situación de vulnerabilidad para la reparación efectiva e integral de la población víctima del conflicto,14166551013.0,,14166551013.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4101.0,1500.0,26.0, 20101i 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de la articulacion del sistema nacional de atencion y reparacion integral de las victimas- snariv durante la implementacion de la ppv  nacional,2. seguridad humana y justicia social / e. ciudadanías activas y participativas que construyen paz y justicia social,7727729961.0,,7727729961.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4101.0,1500.0,26.0,20113e
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de la articulacion del sistema nacional de atencion y reparacion integral de las victimas- snariv durante la implementacion de la ppv  nacional,5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,1347452923.0,,1347452923.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4101.0,1500.0,26.0, 53107b 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de las medidas de prevencion y asistencia para la poblacion victima a nivel  nacional,5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,531611592188.0,,531611592188.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4101.0,1500.0,27.0, 53107b 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementacion de las medidas de reparacion en las victimas del conflicto armado a nivel  nacional,5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,1444283355139.0,,1444283355139.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4101.0,1500.0,28.0, 53107b 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,"Fortalecimiento en la implementación de la política pública de atención, asistencia y reparación integral de las víctimas pertenecientes a los pueblos y comunidades étnicas a nivel  nacional",5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,119508712578.0,,119508712578.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4101.0,1500.0,29.0, 53107b 
Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,"Ampliacion de la capacidad tecnologica, uso y gestion de la informacion orientada a la transformacion digital para la atencion y reparacion integral a las victimas a nivel nacional",5. convergencia regional / d. gobierno digital para la gente,34910239481.0,,34910239481.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4199.0,1500.0,4.0, 53105d 
Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,"Fortalecimiento  a la planeacion, operacion y seguimiento de la gestion institucional en la unidad para la atencion y reparacion integral a las victimas a nivel nacional  nacional",5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,30012111485.0,,30012111485.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41,Inclusión social y reconciliación,,,4199.0,1500.0,5.0, 53105b 
Gastos de personal,Planta de personal permanente,Salario,,8141000000.0,,8141000000.0,4105,Funcionamiento,Centro de memoria histórica,41,Inclusión social y reconciliación,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,3018000000.0,,3018000000.0,4105,Funcionamiento,Centro de memoria histórica,41,Inclusión social y reconciliación,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1132000000.0,,1132000000.0,4105,Funcionamiento,Centro de memoria histórica,41,Inclusión social y reconciliación,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,,,,3358515000.0,,3358515000.0,4105,Funcionamiento,Centro de memoria histórica,41,Inclusión social y reconciliación,,,2.0,,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,1092000000.0,,1092000000.0,4105,Funcionamiento,Centro de memoria histórica,41,Inclusión social y reconciliación,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),103000000.0,,103000000.0,4105,Funcionamiento,Centro de memoria histórica,41,Inclusión social y reconciliación,,,3.0,4.0,2.0,012
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,1000000.0,,1000000.0,4105,Funcionamiento,Centro de memoria histórica,41,Inclusión social y reconciliación,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,166532067.0,,166532067.0,4105,Funcionamiento,Centro de memoria histórica,41,Inclusión social y reconciliación,,,8.0,4.0,1.0,
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Divulgacion de acciones de memoria historica a nivel nacional  nacional,"5. convergencia regional / a. diálogo, memoria, convivencia y reconciliación para la reconstrucción del tejido social",5313014625.0,,5313014625.0,4105,Inversión,Centro de memoria histórica,41,Inclusión social y reconciliación,,,4101.0,1500.0,15.0, 53107a 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementacion de las acciones de memoria historica a nivel   nacional,"5. convergencia regional / a. diálogo, memoria, convivencia y reconciliación para la reconstrucción del tejido social",10802532581.0,,10802532581.0,4105,Inversión,Centro de memoria histórica,41,Inclusión social y reconciliación,,,4101.0,1500.0,16.0, 53107a 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de procesos de memoria historica a nivel  nacional,"5. convergencia regional / a. diálogo, memoria, convivencia y reconciliación para la reconstrucción del tejido social",6366631320.0,,6366631320.0,4105,Inversión,Centro de memoria histórica,41,Inclusión social y reconciliación,,,4101.0,1500.0,17.0, 53107a 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementacion de acciones del museo de memoria a nivel  nacional,"5. convergencia regional / a. diálogo, memoria, convivencia y reconciliación para la reconstrucción del tejido social",6900000000.0,,6900000000.0,4105,Inversión,Centro de memoria histórica,41,Inclusión social y reconciliación,,,4101.0,1500.0,18.0, 53107a 
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,"Consolidacion del archivo de los derechos humanos, memoria historica y conflicto armado y colecciones de derechos humanos y derecho internacional humanitario.  nacional","5. convergencia regional / a. diálogo, memoria, convivencia y reconciliación para la reconstrucción del tejido social",5267612000.0,,5267612000.0,4105,Inversión,Centro de memoria histórica,41,Inclusión social y reconciliación,,,4101.0,1500.0,19.0, 53107a 
