Cuenta,Subcuenta,Objeto,Ordinal,"APORTE 
NACIONAL",RECURSOS PROPIOS,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Mesadas pensionales de la superintendencia de sociedades a través del fopep,,12464178000.0,12464178000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,3.0,1.0,76.0
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Provisión para gastos institucionales y/o sectoriales contingentes- previo concepto dgppn,,2763944000.0,2763944000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,3.0,4.0,7.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),,717100000.0,717100000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,2.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),,21000000000.0,21000000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,4.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,417248000.0,417248000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,12.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Aporte prevision social servicios medicos (no de pensiones),,2570000000.0,2570000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,15.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Programa de credito de vivienda para los empleados de la superintendencia de sociedades (decreto 1695 de 1997) (no de pensiones),,1885000000.0,1885000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,33.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,775900000.0,775900000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,1.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,,1000000000.0,1000000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,2.0
Transferencias corrientes,A empresas,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Subsidio liquidaciones leyes 550 de 1999 y 1116 de 2006.,,2000000000.0,2000000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3.0,11.0,3.0,1.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,206000000.0,206000000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,199908000.0,199908000.0,3502,Funcionamiento,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,8.0,4.0,1.0,
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Fortalecimiento de la competitividad de las sociedades del sector real a nivel  nacional,,,345731040.0,345731040.0,3502,Inversión,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3502.0,200.0,2.0,
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Mejoramiento en la calidad de la gestión estratégica de la superintendencia de industria y comercio a nivel  nacional,,,2540500000.0,2540500000.0,3502,Inversión,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3599.0,200.0,8.0,
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Fortalecimiento interno de los procesos y de la infraestructura tecnológica de la superintendencia de sociedades a nivel  nacional,,,9479948960.0,9479948960.0,3502,Inversión,Superintendencia de sociedades,35,"Comercio, industria y turismo",,,3599.0,200.0,9.0,
Gastos de personal,Planta de personal permanente,Salario,,,40628002000.0,40628002000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,13022354000.0,13022354000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,3243609000.0,3243609000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,1870031000.0,1870031000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,1.0,1.0,4.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,10000000.0,10000000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,12666328868.0,12666328868.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,2.0,2.0,,
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Convencion del metro - oficina internacional de pesas y medidas - bipm. ley 1512 de 2012,,81269000.0,81269000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,2.0,2.0,97.0
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion para la cooperacion y el desarrollo economico ocde-articulo 47 ley 1450 de 2011,,206493000.0,206493000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,2.0,2.0,105.0
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Provisión para gastos institucionales y/o sectoriales contingentes- previo concepto dgppn,,1446200000.0,1446200000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,3.0,4.0,7.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),,418365000.0,418365000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,1.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,128770000.0,128770000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,12.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Aporte prevision social servicios medicos (no de pensiones),,626000000.0,626000000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,15.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,2060000000.0,2060000000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,1.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,,2060000000.0,2060000000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,2.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,51500000.0,51500000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,236758000.0,236758000.0,3503,Funcionamiento,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,8.0,4.0,1.0,
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Incremento de la cobertura de los servicios de la red nacional de protección al consumidor en el territorio  nacional,,,39427254112.0,39427254112.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,9.0,
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Mejoramiento del control y vigilancia a las cámaras de comercio y comerciantes a nivel  nacional,,,909785125.0,909785125.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,10.0,
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Fortalecimiento de la función jurisdiccional de la superintendencia de industria y comercio a nivel  nacional,,,3601793401.0,3601793401.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,11.0,
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Fortalecimiento de la protección de datos personales a nivel  nacional,,,2591894878.0,2591894878.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,12.0,
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Fortalecimiento del régimen de protección de la libre competencia económica en los mercados a nivel  nacional,,,8032499000.0,8032499000.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,13.0,
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Fortalecimiento de la atención y promoción de trámites y servicios en el marco del sistema de propiedad industrial a nivel  nacional,,,8791562000.0,8791562000.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,14.0,
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Mejoramiento en la ejecución de las funciones asignadas en materia de protección al consumidor a nivel  nacional,,,5305076993.0,5305076993.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,15.0,
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,"Fortalecimiento de la función de inspección, control y vigilancia de la superintendencia de industria y comercio en el marco del subsistema nacional de calidad, el régimen de control de precios y el sector valuatorio a nivel  nacional",,347886828.0,4421453037.0,4769339865.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3503.0,200.0,16.0,
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Innovación de las tecnologías de información en el instituto de metrologia  nacional,,,30262520191.0,30262520191.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3599.0,200.0,4.0,
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,"Construcción , adecuación y sostenibilidad de las sedes del instituto nacional de metrología  nacional",,,28050706799.0,28050706799.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3599.0,200.0,5.0,
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Mejoramiento de los sistemas de información y servicios tecnológicos de la superintendencia de industria y comercio en el territorio  nacional,,,25661863246.0,25661863246.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3599.0,200.0,6.0,
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Mejoramiento de la infraestructura física de la sede de la superintendencia de industria y comercio en  bogotá,,,773529015.0,773529015.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3599.0,200.0,7.0,
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Mejoramiento en la calidad de la gestión estratégica de la superintendencia de industria y comercio a nivel  nacional,,,3358394125.0,3358394125.0,3503,Inversión,Superintendencia de industria y comercio,35,"Comercio, industria y turismo",,,3599.0,200.0,8.0,
Gastos de personal,Planta de personal permanente,Salario,,,525527000.0,525527000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,194062000.0,194062000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,74683000.0,74683000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,26269000.0,26269000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,1.0,1.0,4.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,1050000.0,1050000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,5049467483.0,5049467483.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,2.0,2.0,,
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Provisión para gastos institucionales y/o sectoriales contingentes- previo concepto dgppn,,24914000.0,24914000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,3.0,3.0,4.0,7.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,1757000.0,1757000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,12.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,100000000.0,100000000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,1.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,31119000.0,31119000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,31907000.0,31907000.0,3504,Funcionamiento,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,8.0,4.0,1.0,
Ambiente regulatorio y económico para la competencia y la actividad empresarial,Intersubsectorial industria y comercio,Servicio de inspección y vigilancia a contadores públicos y sociedades prestadoras de servicios contables  nacional,,,2751129049.0,2751129049.0,3504,Inversión,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,3503.0,200.0,1.0,
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Innovación de las tecnologías de información en el instituto de metrologia  nacional,,,2969689951.0,2969689951.0,3504,Inversión,Unidad administrativa especial junta central contadores,35,"Comercio, industria y turismo",,,3599.0,200.0,4.0,
Gastos de personal,Planta de personal permanente,Salario,,6242569000.0,,6242569000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,2201371000.0,,2201371000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,705333000.0,,705333000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,5000000.0,,5000000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,1916800000.0,,1916800000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,2.0,2.0,,
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Convencion del metro - oficina internacional de pesas y medidas - bipm. ley 1512 de 2012,200000000.0,,200000000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3.0,2.0,2.0,97.0
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Provisión para gastos institucionales y/o sectoriales contingentes- previo concepto dgppn,645446000.0,,645446000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3.0,3.0,4.0,7.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),46187000.0,,46187000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,12.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Aporte prevision social servicios medicos (no de pensiones),118000000.0,,118000000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3.0,4.0,2.0,15.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,222424000.0,222424000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3.0,10.0,1.0,1.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,91000000.0,,91000000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,29026000.0,,29026000.0,3505,Funcionamiento,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,8.0,4.0,1.0,
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Fortalecimiento de la comercialización de los servicios metrológicos a nivel   nacional,,1990000000.0,112473000.0,2102473000.0,3505,Inversión,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3502.0,200.0,5.0,
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Fortalecimiento de la capacidad analítica en metrología química y biomedicina a nivel  nacional,,4413225982.0,,4413225982.0,3505,Inversión,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3502.0,200.0,6.0,
Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Desarrollo de la oferta de servicios en metrología física en el ámbito  nacional,,4030000000.0,200000000.0,4230000000.0,3505,Inversión,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3502.0,200.0,7.0,
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,Innovación de las tecnologías de información en el instituto de metrologia  nacional,,640000000.0,840000000.0,1480000000.0,3505,Inversión,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3599.0,200.0,4.0,
"Fortalecimiento de la gestión y dirección del sector comercio, industria y turismo",Intersubsectorial industria y comercio,"Construcción , adecuación y sostenibilidad de las sedes del instituto nacional de metrología  nacional",,890000000.0,960000000.0,1850000000.0,3505,Inversión,Instituto nacional de metrología - inm,35,"Comercio, industria y turismo",,,3599.0,200.0,5.0,
Gastos de personal,Planta de personal permanente,Salario,,78092150000.0,,78092150000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,23856985000.0,,23856985000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,5851813000.0,,5851813000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,29259700177.0,,29259700177.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,2.0,2.0,,
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion para la cooperacion y el desarrollo economico ocde-articulo 47 ley 1450 de 2011,829110000.0,,829110000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,2.0,2.0,105.0
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion internacional del trabajo (ley 49 / 1919) - oit,1607569000.0,,1607569000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,2.0,2.0,109.0
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion iberoamericana de seguridad social oiss (ley 65 / 1981).,139609000.0,,139609000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,2.0,2.0,119.0
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Programa actualizacion de lideres sindicales,490227000.0,,490227000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,3.0,1.0,40.0
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,17106917000.0,,17106917000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,3.0,1.0,999.0
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Consejo nacional del trabajo social,23527000.0,,23527000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,3.0,4.0,19.0
Transferencias corrientes,Prestaciones sociales,Prestaciones de asistencia social,Transferir a colpensiones - administración beneficios económicos periódicos (ley 1328 de 2009 y decreto 604 de 2013) (de pensiones),58104411000.0,,58104411000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,1.0,2.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo prestaciones de los pensionados de las empresas productoras de metales del chocó ley 50 de 1990 (de pensiones),5990306000.0,,5990306000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,6.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),441381000.0,,441381000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas de nivel nacional - pensiones superintendencia de valores (de pensiones),191060000.0,,191060000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,38.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - cajanal pensiones (de pensiones),7485565065000.0,,7485565065000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,39.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - carbocol (de pensiones),4749232000.0,,4749232000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,40.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones caja de credito agrario industrial y minero (de pensiones),271171087000.0,,271171087000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,41.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones fonprenor (de pensiones),10128069000.0,,10128069000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,42.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones superindustria y comercio (de pensiones),383242000.0,,383242000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,43.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones supersociedades (de pensiones),13381018000.0,,13381018000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,44.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional -pensiones cvc - epsa (de pensiones),27035575000.0,,27035575000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,45.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional-pensiones fondo pasivo social empresa puertos de colombia (de pensiones),777089427000.0,,777089427000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,46.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones fondo nacional de caminos vecinales (de pensiones),177368000.0,,177368000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,47.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones minercol ltda. en liquidacion (de pensiones),7909177000.0,,7909177000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,48.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones incora (de pensiones),58295389000.0,,58295389000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,49.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones inurbe (de pensiones),308713000.0,,308713000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,50.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones exfuncionarios iss (de pensiones),501053665000.0,,501053665000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,51.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones compañia de fomento conematografico - focine (de pensiones),186442000.0,,186442000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,52.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - compañía de informaciones audiovisuales (de pensiones),658423000.0,,658423000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,53.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - caja de prevision social de comunicaciones - caprecom (de pensiones),22122346000.0,,22122346000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,54.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - administracion postal nacional - adpostal (de pensiones),93427056000.0,,93427056000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,55.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - instituto nacional de radio y television - inravision (de pensiones),55510375000.0,,55510375000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,56.0
